storenum,opendate,city,state,lat,lon
1,1962-07-01,Rogers,AR,36.342235,-94.07141
2,1964-08-01,Harrison,AR,36.236984,-93.09345
3,1988-04-12,Commerce,GA,34.210423,-83.46842
4,1965-08-01,Siloam Springs,AR,36.179905,-94.50208
5,1972-05-01,Conway,AR,35.075467,-92.43401
7,1967-10-01,North Little Rock,AR,34.813269,-92.30229
8,1967-10-01,Morrilton,AR,35.156491,-92.75858
9,1968-03-01,Sikeston,MO,36.891163,-89.58355
10,1968-07-01,Tahlequah,OK,35.923658,-94.97185
11,1968-03-01,Mountain Home,AR,36.329026,-92.35781
12,1968-07-01,Claremore,OK,36.327143,-95.61192
13,1968-11-01,Carthage,MO,37.168985,-94.31164
14,1969-04-01,Lebanon,MO,37.678528,-92.64733
15,1969-05-01,West Plains,MO,36.719145,-91.87408
16,1969-04-01,Van Buren,AR,35.456536,-94.34581
17,1969-05-01,Neosho,MO,36.86429,-94.39016
18,1969-11-01,Newport,AR,35.586065,-91.24695
19,1990-04-03,Poplar Bluff,MO,36.759357,-90.41689
20,1970-10-01,Clinton,MO,38.364214,-93.76042
21,1970-03-01,St. Robert,MO,37.827415,-92.135741
22,1970-10-01,Pryor,OK,36.294174,-95.30295
23,1970-11-01,Ruston,LA,32.52476,-92.646960000000007
24,1971-04-01,Jacksonville,AR,34.879419,-92.12244
25,1971-02-01,Mexico,MO,39.179316,-91.88404
26,1970-11-01,Leavenworth,KS,39.298776,-94.93555
27,1971-02-01,Salem,MO,37.630896,-91.51423
28,1971-05-01,Miami,OK,36.880746,-94.87142
29,1971-08-01,Jefferson City,MO,38.568287,-92.25329
30,1971-11-01,Dexter,MO,36.784453,-89.97428
31,1971-06-01,Poteau,OK,35.052793,-94.61829
32,1971-06-01,Branson,MO,36.64417,-93.25668
33,1971-06-01,Nashville,AR,33.985613,-93.85214
34,1971-11-01,Nevada,MO,37.838563,-94.35075
35,1971-10-01,Manhattan,KS,39.184986,-96.56932
36,1971-11-01,Paragould,AR,36.065711,-90.5102
37,1971-09-01,Farmington,MO,37.779206,-90.41404
38,1971-12-09,Idabel,OK,33.883578,-94.83154
39,1972-03-01,Fort Scott,KS,37.823295,-94.73389
40,1971-11-01,Moberly,MO,39.420353,-92.4344
41,1972-05-01,Bartlesville,OK,36.733398,-95.92404
42,1973-02-01,Coffeyville,KS,37.041838,-95.61814
43,1972-05-01,Junction City,KS,39.01585,-96.83653
44,1972-02-01,Eldon,MO,38.311355,-92.58395
45,1972-08-01,Jonesboro,AR,35.844795,-90.68443
46,1972-08-01,Bolivar,MO,37.616822,-93.40072
47,1972-07-01,Sallisaw,OK,35.467031,-94.78647
48,1972-11-01,Monett,MO,36.91816,-93.91488
49,1972-10-01,Hugo,OK,34.010943,-95.51651
50,1973-09-01,Vinita,OK,36.631673,-95.17303
51,1973-05-01,Fulton,MO,38.852436,-91.95808
52,1972-07-01,Hot Springs National Park,AR,34.47056,-93.08805
54,1972-06-01,Springdale,AR,36.182407,-94.1082
55,1972-10-01,Booneville,AR,35.105966,-93.97531
56,1973-08-01,Ava,MO,36.921199,-92.66205
57,1972-10-01,Walnut Ridge,AR,36.068015,-90.94429
58,1973-05-01,Russellville,AR,35.308848,-93.10909
59,1972-05-01,Joplin,MO,37.047161,-94.51124
60,1975-03-01,Troy,MO,38.991916,-90.98649
61,1972-11-01,Warrensburg,MO,38.772117,-93.73519
62,1972-11-01,Blytheville,AR,35.925991,-89.91767
63,1973-09-01,Wagoner,OK,35.961019,-95.3611
64,1973-02-01,Brownsville,TN,35.590558,-89.2609
65,1973-07-03,Sullivan,MO,38.200244,-91.14089
66,1973-08-01,Clarksville,AR,35.490105,-93.4851
67,1973-07-01,Mena,AR,34.588479,-94.21567
68,1973-08-01,Wynne,AR,35.229779,-90.83237
69,1973-12-01,Festus,MO,38.187767,-90.4077
70,1974-07-01,West Memphis,AR,35.150009,-90.17636
71,1973-11-01,Pocahontas,AR,36.304912,-91.0141
72,1974-01-01,Pittsburg,KS,37.408511,-94.70414
73,1974-10-01,Sapulpa,OK,35.996582,-96.1194
74,1973-11-01,Osceola,AR,35.696385,-90.02631
75,1984-11-13,Pineville,LA,31.352105,-92.4006
76,1973-11-01,Berryville,AR,36.350821,-93.56324
77,1979-10-30,Taylor,TX,30.574821,-97.40948
78,1973-09-01,Marshfield,MO,37.330958,-92.90929
79,1974-04-01,Joplin,MO,37.09416,-94.50169
80,1973-06-01,Columbia,MO,38.926838,-92.29003
81,1973-06-01,Stilwell,OK,35.815628,-94.65023
82,1974-04-01,Perryville,MO,37.716811,-89.87601
83,1974-08-01,Magnolia,AR,33.249608,-93.20427
84,1974-05-01,Brinkley,AR,34.867846,-91.19271
85,1974-04-01,Benton,AR,34.564734,-92.59562
86,1973-12-01,Springfield,MO,37.257053,-93.29015
87,1974-07-01,Minden,LA,32.631009,-93.28751
88,1974-02-01,Mountain Grove,MO,37.176376,-92.27609
89,1974-02-01,Camdenton,MO,38.032648,-92.78269
90,1974-04-01,Grove,OK,36.599689,-94.76673
91,1974-09-01,Forrest City,AR,35.010683,-90.78048
92,1974-04-01,Aurora,MO,36.918017999999996,-93.71063
93,1974-10-01,Covington,TN,35.560622,-89.64201
94,1974-07-01,Millington,TN,35.347965,-89.90668
95,1974-10-01,Park Hills,MO,37.844197,-90.53
96,1974-10-01,Harrisonville,MO,38.641509,-94.34126
97,1974-11-01,Ripley,AR,35.637993,-89.86859
98,1975-02-01,Bastrop,LA,32.814969,-91.90678
99,1976-02-01,Union,MO,38.434806,-91.00353
100,1974-10-01,Bentonville,AR,36.362525,-94.23308
101,1976-02-01,Rolla,MO,37.94384,-91.77105
102,1974-09-01,Stuttgart,AR,34.479852,-91.53854
103,1975-08-01,Shawnee,OK,35.375188,-96.93162
104,1974-07-01,Milan,TN,35.916722,-88.76628
105,1974-08-01,Corinth,MS,34.928325,-88.52856
106,1974-08-01,Fulton,KY,36.532059,-88.89132
107,1974-10-01,Martin,TN,36.353928,-88.84191
108,1975-02-01,Guthrie,OK,35.857303,-97.43176
109,1975-02-01,Cameron,MO,39.743859,-94.23378
111,1975-11-01,Chanute,KS,37.666078,-95.45681
112,1975-04-01,Starkville,MS,33.450215,-88.82383
113,1975-07-01,Chickasha,OK,35.040526,-97.94723
114,1975-04-01,Booneville,MS,34.653448,-88.53751
115,1976-09-01,West Point,MS,33.619058,-88.64686
116,1975-08-01,Vivian,LA,32.849008,-93.97599
117,1975-06-01,Broken Bow,OK,34.142978,-94.80269
118,1976-04-01,Amory,MS,33.988235,-88.46783
119,1976-03-01,Batesville,AR,35.78108,-91.63835
120,1976-03-01,Humboldt,TN,35.825299,-88.90218
121,1975-09-01,Okmulgee,OK,35.628612,-95.9734
122,1975-11-01,Jackson,MO,37.413716,-89.65428
123,1975-06-01,Seminole,OK,35.249655,-96.65915
124,1975-03-01,Little Rock,AR,34.674192,-92.35557
125,1975-04-01,Fort Smith,AR,35.373791,-94.41371
126,1976-03-01,Little Rock,AR,34.749723,-92.41345
127,1976-02-01,Malvern,AR,34.364093,-92.8146
128,1978-08-01,Jonesboro,AR,35.781707,-90.74506
129,1975-07-01,Ardmore,OK,34.184742,-97.12655
130,1975-07-01,Muskogee,OK,35.719962,-95.33691
131,1975-11-01,Mount Pleasant,TX,33.166739,-94.9814
132,1976-02-01,Kingfisher,OK,35.856216,-97.93743
133,1976-05-01,Ashdown,AR,33.675597,-94.13465
134,1976-08-01,Elk City,OK,35.405935,-99.41658
135,1976-04-01,Chillicothe,MO,39.790132,-93.54803
136,1976-04-01,Blackwell,OK,36.800787,-97.29289
137,1976-10-01,Stillwater,OK,36.149394,-97.05784
138,1977-11-01,Springfield,MO,37.257053,-93.29015
139,1976-07-01,Purcell,OK,35.017656,-97.39646
140,1976-09-01,Lufkin,TX,31.330567,-94.68667
141,1976-05-01,Fort Smith,AR,35.357041,-94.36914
142,1976-05-01,Clarksville,TX,33.626445,-95.03534
143,1976-06-01,Benton,KY,36.854812,-88.33515
144,1976-09-01,Fayetteville,AR,36.096998,-94.2486
145,1976-10-01,Louisiana,MO,39.449012,-91.07518
146,1976-03-01,Gilmer,TX,32.727128,-94.9577
147,1976-07-01,Denison,TX,33.754053,-96.57867
148,1976-06-01,Paris,TX,33.660274,-95.55958
149,1977-03-01,Jonesboro,LA,32.229884,-92.69763
150,1976-10-01,Woodward,OK,36.433665,-99.40838
151,1977-03-01,Mcalester,OK,34.944399,-95.75709
152,1976-12-01,De Soto,MO,38.120303,-90.55426
153,1976-10-01,New Albany,MS,34.489085,-88.99973
155,1977-08-01,Senatobia,MS,34.607602,-89.94635
156,1977-01-01,Caruthersville,MO,36.174029,-89.67548
157,1977-01-01,Searcy,AR,35.239022,-91.73776
158,1977-05-01,Bonham,TX,33.583772,-96.1818
159,1977-03-01,Columbia,MO,38.926838,-92.29003
160,1977-01-01,Ash Flat,AR,36.24564,-91.63703
161,1977-05-01,Huntingdon,TN,35.995802,-88.41385
162,1977-06-01,Anadarko,OK,35.050671,-98.23984
163,1977-02-01,Nacogdoches,TX,31.649582,-94.638278
164,1977-02-01,Pontotoc,MS,34.236312,-89.00425
165,1977-05-01,Henderson,TX,32.104159,-94.85568
166,1977-03-01,Houston,MO,37.316088,-91.95471
167,1977-04-01,Crossett,AR,33.125032,-91.97037
168,1978-02-07,Owasso,OK,36.278298,-95.8305
169,1977-09-01,Lonoke,AR,34.7964,-91.90949
170,1977-10-01,Natchitoches,LA,31.751287,-93.09021
171,1977-11-01,Camden,AR,33.578096,-92.81368
172,1977-07-01,Washington,MO,38.535499,-91.02348
173,1977-10-01,Potosi,MO,37.91496,-90.86797
174,1985-10-15,Cocoa,FL,28.366284,-80.74196
175,1977-11-01,Collierville,TN,35.057224,-89.67417
176,1977-07-01,Ripley,MS,34.739023,-88.92629
177,1977-11-01,Paris,TN,36.300311,-88.32891
178,1977-11-01,Alva,OK,36.804875,-98.69707
179,1977-02-01,Springfield,MO,37.168435,-93.312970000000007
180,1978-03-14,Jacksonville,TX,31.953855,-95.25281
181,1978-08-08,New Boston,TX,33.465282,-94.41954
182,1979-06-01,Greenville,MS,33.380388,-91.05187
183,1977-10-01,Louisville,MS,33.109635,-89.02849
184,1978-02-01,Blue Springs,MO,39.017559,-94.25767
185,1993-07-21,Gainesville,TX,33.627942,-97.13636
186,1977-11-01,El Dorado,KS,37.830417,-96.84294
188,1977-07-01,Cape Girardeau,MO,37.32564,-89.5659
189,1977-07-01,Kirksville,MO,40.183335,-92.58341
190,1977-07-01,Kennett,MO,36.237128,-90.04866
192,1981-09-15,Columbia,TN,35.619784,-87.03565
194,1985-01-22,Baytown,TX,29.74877,-94.94389
195,1977-07-01,Excelsior Springs,MO,39.340332,-94.22601
196,1977-07-01,Carbondale,IL,37.707763,-89.19246
197,1977-07-01,Macomb,IL,40.456986,-90.6681
198,1977-07-01,Salem,IL,38.623789,-88.95361
199,1977-07-01,Lincoln,IL,40.149927,-89.36746
200,1977-07-01,Jacksonville,IL,39.730234,-90.22941
201,1977-07-01,Belleville,IL,38.532311,-89.93996
203,1978-08-29,Brookfield,MO,39.792042,-93.04973
204,1978-02-14,Princeton,KY,37.12596,-87.87429
205,1978-03-28,Philadelphia,MS,32.776368,-89.12788
206,1978-03-28,McKinney,TX,33.195073,-96.60363
207,1978-03-21,Cleveland,OK,36.260645,-96.39586
208,1978-04-04,Baxter Springs,KS,37.026091,-94.74929
209,1978-06-01,Ozark,AR,35.549469,-93.81819
210,1978-07-18,Holdenville,OK,35.088636,-96.38778
211,1978-09-12,Hillsboro,TX,32.015496,-97.12263
212,1977-11-01,Norman,OK,35.228649,-97.45629
213,1978-05-16,Litchfield,IL,39.179875,-89.65721
214,1978-10-10,Jasper,TX,30.941282,-94.03455
215,1979-05-15,Winona,MS,33.481491,-89.73155
216,1979-03-27,Marion,IL,37.724504,-88.92968
217,1978-09-05,Lewisville,TX,33.020118,-97.00771
218,1979-04-10,Selmer,TN,35.165045,-88.59327
219,1978-10-03,Sedalia,MO,38.702964,-93.23231
220,1978-10-17,Burleson,TX,32.535841,-97.30681
221,1978-10-31,Yukon,OK,35.506204,-97.74814
222,1978-12-05,Sparta,IL,38.122112,-89.71168
224,1978-06-13,Mount Vernon,IL,38.322558,-88.90842
225,1978-10-24,Sulphur,OK,34.49284,-96.98606
226,1978-10-17,Atlanta,TX,33.118611,-94.1773
227,1978-10-10,El Reno,OK,35.519046,-97.95534
228,1978-09-19,Cleburne,TX,32.343115,-97.40081
229,1978-10-31,Trumann,AR,35.623029,-90.52742
230,1978-12-05,Paris,AR,35.293281,-93.72139
231,1978-09-19,Ada,OK,34.780243,-96.68761
232,1978-09-19,Atoka,OK,34.347553,-96.11276
233,1978-11-21,Anna,IL,37.457806,-89.21408
234,1978-12-05,Kansas City,MO,39.230259,-94.47794
235,1978-11-28,Corning,AR,36.410344,-90.56479
236,1979-02-01,Crockett,TX,31.315837,-95.47393
237,1978-11-14,Harrisburg,IL,37.725834,-88.54208
238,1979-02-13,Pulaski,TN,35.204983,-87.01246
239,1979-07-31,Kosciusko,MS,33.038079,-89.56318
240,1979-06-19,Commerce,TX,33.25868,-95.91061
242,1979-09-18,Paola,KS,38.574804,-94.86706
243,1980-10-15,Wentzville,MO,38.808884,-90.85922
244,1979-07-31,Winnfield,LA,31.915828,-92.6445
246,1979-09-18,Skiatook,OK,36.381305,-96.03998
247,1979-03-13,Henryetta,OK,35.447961,-95.95038
248,1979-08-28,Mexia,TX,31.669823,-96.48721
249,1979-03-06,Cleveland,TX,30.35469,-95.04514
250,1979-03-27,Warsaw,MO,38.242861,-93.36354
251,1979-07-10,Mineola,TX,32.674657,-95.46982
252,1980-03-18,Du Quoin,IL,38.011729,-89.24688
253,1986-12-30,Jerseyville,IL,39.114762,-90.32442
254,1979-11-13,Olney,IL,38.72456,-88.08658
256,1979-08-21,Glen Carbon,IL,38.75592,-89.97442
257,1979-10-30,Morganfield,KY,37.67416,-87.90199
258,1980-02-12,Tupelo,MS,34.272374,-88.6822
259,1979-08-28,Rockwall,TX,32.93382,-96.45446
260,1979-07-17,Waxahachie,TX,32.397024,-96.83283
261,1981-12-01,Hot Springs National Park,AR,34.47056,-93.08805
262,1979-07-31,Benton,IL,38.000245,-88.92407
264,1979-06-26,Dickson,TN,36.065779,-87.40831
265,1979-09-25,Terrell,TX,32.747747,-96.28923
266,1980-06-24,Grapevine,TX,32.93195,-97.08498
267,1980-05-01,Webb City,MO,37.155108,-94.47465
268,1979-10-23,Savannah,TN,35.180947,-88.18946
269,1979-10-29,Lawton,OK,34.613973,-98.46255
270,1981-08-04,Homer,LA,32.78288,-93.03176
271,1979-08-07,Bowie,TX,33.54007,-97.88575
272,1979-08-21,Franklin,TN,35.921811,-86.7952
273,1979-07-03,Fulton,MS,34.265985,-88.38409
274,1979-08-21,Iuka,AL,34.803864,-88.10205
275,1979-10-23,Livingston,TX,30.712538,-94.89915
276,1981-02-18,Stigler,OK,35.272967,-95.16328
277,1980-03-04,Oklahoma City,OK,35.34377,-97.48596
278,1981-06-30,Shreveport,LA,32.457903,-93.7133
279,1980-02-12,De Queen,AR,34.038226,-94.33597
280,1979-10-30,Rockdale,TX,30.646291,-97.01149
281,1979-10-30,Heber Springs,AR,35.489516,-92.02327
282,1980-09-30,Franklin,KY,36.718074,-86.58202
283,1980-02-26,Bridge City,TX,30.026093,-93.84071
284,1979-09-25,Mansfield,TX,32.57701,-97.13485
285,1979-09-25,Huntsville,TX,30.805099,-95.50719
286,1979-12-04,Ennis,TX,32.331239,-96.61962
287,1979-11-27,Jasper,AL,33.828412,-87.27632
288,1979-10-30,Woodville,TX,30.768601,-94.40671
289,1979-10-30,McGehee,AR,33.628723,-91.38236
290,1980-07-01,Gonzales,TX,29.510439,-97.45352
292,1980-08-12,Lockhart,TX,29.872165,-97.68093
293,1980-05-28,Navasota,TX,30.374501,-96.07999
294,1980-07-29,Central City,KY,37.299591,-87.12992
295,1980-04-01,Eureka,MO,38.494203,-90.61304
296,1980-08-28,Dardanelle,AR,35.199221,-93.17973
297,1981-09-01,Porter,TX,30.102209,-95.25748
298,1980-08-12,Boaz,AL,34.203621,-86.1728
299,1980-09-30,Bowling Green,KY,36.930527,-86.44751
300,1980-10-14,Jacksonville,AL,33.824496,-85.77037
301,1980-08-12,Gadsden,AL,33.996698,-85.92496
302,1980-09-30,Murphysboro,IL,37.771806,-89.33971
303,1980-09-03,Holly Springs,MS,34.762615,-89.46092
304,1979-10-23,Springfield,TN,36.513979,-86.86892
305,1979-11-20,Carthage,MS,32.785139,-89.50644
306,1980-02-26,Arab,AL,34.323715,-86.49278
307,1982-11-16,West Monroe,LA,32.526944,-92.1599
308,1981-02-10,Manchester,TN,35.500068,-86.08414
309,1980-10-28,Abbeville,LA,29.943573,-92.14872
310,1980-09-30,Crowley,LA,30.213767,-92.37921
311,1980-10-13,Franklin,LA,29.759314,-91.52561
312,1980-11-18,Ville Platte,LA,30.710639,-92.30628
313,1981-04-07,House Springs,MO,38.405287,-90.57059
314,1979-11-20,Fayetteville,TN,35.136177000000004,-86.57433
315,1980-10-14,Oneonta,AL,33.944897,-86.45813
316,1980-11-18,Attalla,AL,34.043263,-86.08904
317,1981-09-15,Vandalia,IL,38.961799,-89.10978
318,1980-04-15,Arkadelphia,AR,34.111837,-93.05585
319,1980-06-24,Raymore,MO,38.803528,-94.45103
320,1980-10-14,Marlin,TX,31.310649,-96.87859
321,1980-11-11,Brenham,TX,30.183651,-96.40258
322,1982-06-29,Bryan,TX,30.655348,-96.34056
323,1980-09-03,Mansfield,LA,32.031067,-93.68585
324,1981-11-03,Bristow,OK,35.843486,-96.38183
325,1980-10-14,Richmond,MO,39.311978,-93.96947
326,1980-10-21,Higginsville,MO,39.058604,-93.73366
327,1980-08-05,Jay,OK,36.444215,-94.78345
328,1981-04-21,Waterloo,IL,38.325969,-90.14606
329,1980-04-15,Anniston,AL,33.719701,-85.83166
330,1980-11-11,Victoria,TX,28.873664,-97.00715
331,1981-02-10,Sulphur,LA,30.245205,-93.3636
332,1981-10-13,Huntsville,AL,34.748066,-86.68317
333,1981-02-03,Beaver Dam,KY,37.377266,-86.88364
334,1980-11-11,Carlinville,IL,39.280289,-89.8757
335,1980-11-11,Jackson,TN,35.693101,-88.80653
336,1980-08-04,Sheridan,AR,34.31985,-92.39319
337,1980-11-18,Fredericktown,MO,37.54834,-90.30599
338,1980-09-09,Lamar,MO,37.507321,-94.2761
339,1980-11-18,Fordyce,AR,33.834201,-92.43421
340,1981-06-30,Checotah,OK,35.443872,-95.54393
341,1980-11-18,Marysville,KS,39.852696,-96.63963
342,1980-11-18,Hiawatha,KS,39.857155,-95.54497
343,1981-06-02,Taylorville,IL,39.548928,-89.29692
344,1981-10-20,El Campo,TX,29.197701,-96.2774
345,1982-08-03,Palestine,TX,31.779481,-95.63325
346,1980-12-02,Augusta,KS,37.68066,-96.98153
347,1982-02-02,Indianola,MS,33.45139,-90.65824
348,1980-11-18,Monticello,AR,33.62086,-91.76272
349,1980-11-18,Dumas,AR,33.900515,-91.50041
350,1984-10-30,York,NE,40.865237,-97.58884
352,1980-11-18,Chester,IL,37.921816,-89.82842
353,1981-06-02,Graham,TX,33.081863,-98.60091
354,1981-06-30,Owensville,MO,38.33895,-91.49522
355,1980-11-18,Opelika,AL,32.660497,-85.39917
356,1981-09-01,Auburn,AL,32.577135,-85.47282
357,1981-07-21,Versailles,MO,38.428609,-92.84968
358,1981-06-02,Alma,AR,35.48891,-94.20897
359,1981-11-17,Fayetteville,AR,36.107078,-94.11592
360,1981-06-30,Cushing,OK,35.973286,-96.75751
361,1981-07-08,Collinsville,IL,38.679282,-89.99407
362,1981-08-18,Winfield,AL,33.925454,-87.78949
363,1981-12-01,Marshall,MO,39.10518,-93.18783
364,1981-03-31,Center,TX,31.769105,-94.18997
365,1981-03-31,Jackson,MS,32.280746,-90.10708
366,1983-02-01,Madisonville,TN,35.506259,-84.35738
368,1980-11-11,Parsons,KS,37.339913,-95.25834
369,1980-11-18,Winfield,KS,37.256575,-96.97885
370,1980-11-18,Wellington,KS,37.268972,-97.41247
371,1981-09-29,Granbury,TX,32.424695,-97.78894
372,1981-03-10,Dodge City,KS,37.755267,-100.02632
373,1981-03-10,Huntsville,AR,36.1161,-93.68605
374,1981-07-21,Coweta,OK,35.94785,-95.6377
375,1981-08-11,Huntsville,AL,34.72879,-86.57316
376,1981-04-21,Bossier City,LA,32.552315,-93.70836
377,1981-12-01,Livingston,AL,32.558949,-88.12485
378,1981-09-29,Holton,KS,39.466971,-95.7132
379,1981-10-20,Ozark,MO,37.021086,-93.21541
380,1982-02-02,Waldron,AR,34.907335,-94.13624
381,1981-08-04,Copperas Cove,TX,31.131076,-97.91666
382,1981-03-03,Ottawa,KS,38.614986,-95.27355
383,1981-07-08,Silsbee,TX,30.390569,-94.18056
384,1981-12-01,Lumberton,TX,30.240473,-94.20172
385,1981-07-28,Cuero,TX,29.09649,-97.28798
386,1983-07-01,Jennings,LA,30.242533,-92.66375
387,1982-09-21,Chandler,OK,35.702159,-96.88961
388,1982-08-31,Fort Smith,AR,35.406185,-94.39103
389,1981-11-17,Edmond,OK,35.623805,-97.47909
390,1981-03-10,Waverly,TN,36.085376,-87.81626
391,1981-06-02,Tupelo,MS,34.23615,-88.75665
392,1981-06-02,Weatherford,OK,35.527593,-98.71259
393,1981-09-01,Jackson,TN,35.60758,-88.81959
394,1981-12-01,Moulton,AL,34.496476,-87.27802
395,1981-11-03,Mission,TX,26.234417,-98.34205
396,1984-03-06,Anderson,SC,34.523657,-82.62509
397,1981-11-17,Mcallen,TX,26.172018,-98.25042
398,1982-05-04,Longview,TX,32.557684,-94.74353
399,1981-12-01,Longview,TX,32.523779,-94.80692
400,1983-10-18,Conroe,TX,30.33146,-95.50703
401,1981-09-29,Plaquemine,LA,30.270694,-91.24853
402,1981-12-01,Breaux Bridge,LA,30.301254,-91.86169
403,1981-11-03,Russellville,AL,34.519453,-87.78077
404,1982-03-02,San Marcos,TX,29.876944,-97.94668
405,1982-08-17,Leesville,LA,31.138723,-93.22745
406,1981-11-03,Smyrna,TN,35.968513,-86.52231
407,1981-12-01,Killeen,TX,31.027003,-97.76717
408,1982-07-13,Port Arthur,TX,29.921564,-93.92694
409,1981-10-13,Haleyville,AL,34.225425,-87.6118
410,1981-10-06,Murray,KY,36.617443,-88.28746
411,1982-08-03,Houston,MS,33.904246,-88.9671
412,1983-05-24,Athens,TX,32.184027,-95.84625
413,1982-05-18,Port Isabel,TX,26.080434,-97.25024
414,1982-06-29,Burkburnett,TX,34.085289,-98.58881
415,1982-03-02,Saint Martinville,LA,30.148473,-91.8003
417,1983-05-03,Sulphur Springs,TX,33.143752,-95.60102
418,1982-08-03,Fairbury,NE,40.151358,-97.20374
419,1982-08-17,Pratt,KS,37.642738,-98.75394
420,1982-05-31,Wichita Falls,TX,33.996515,-98.51781
421,1982-06-29,Decatur,TX,33.263039,-97.55657
422,1982-08-03,Robinson,IL,39.004728,-87.7495
423,1981-12-01,Alabaster,AL,33.232422,-86.80871
424,1982-08-03,Clanton,AL,32.834501,-86.64355
425,1982-08-03,Brent,AL,32.915182,-87.21488
426,1982-11-30,The Colony,TX,33.081421,-96.88957
427,1982-10-05,Greenville,TX,33.082411,-96.08977
428,1983-10-04,Zachary,LA,30.655578,-91.14015
429,1981-11-03,Edinburg,TX,26.344128,-98.18011
430,1981-09-01,Mayfield,KY,36.733761,-88.63449
431,1981-08-18,Paducah,KY,37.044233,-88.59046
432,1981-08-18,Talladega,AL,33.415449,-86.10908
433,1981-08-11,Huntsville,AL,34.77624,-86.61339
434,1981-08-11,Huntsville,AL,34.603017,-86.54293
435,1982-09-21,Highland,IL,38.752017,-89.67478
436,1982-09-21,Carlyle,IL,38.623384,-89.36368
437,1982-09-21,Sealy,TX,29.776375,-96.16474
438,1984-02-01,Breckenridge,TX,32.761058,-98.92225
440,1982-08-31,Rockport,TX,28.047744,-97.04818
442,1982-04-20,Kingsville,TX,27.496472,-97.86808
443,1982-10-05,Hondo,TX,29.379516,-99.12665
444,1982-07-13,Springfield,MO,37.168435,-93.312970000000007
445,1982-10-05,Leitchfield,KY,37.479797,-86.30731
446,1984-04-03,Madisonville,TX,30.956147,-95.91606
447,1982-11-16,Del Rio,TX,29.404267,-100.88116
448,1982-08-03,Shreveport,LA,32.42067,-93.8877
449,1983-05-03,Port Arthur,TX,29.921564,-93.92694
450,1982-11-16,Shreveport,LA,32.397255,-93.8043
451,1982-02-02,Columbia,MO,38.926838,-92.29003
452,1982-04-20,Mcallen,TX,26.26273,-98.23082
453,1982-03-16,Malden,MO,36.569283,-89.97423
454,1982-03-02,Fairfield,IL,38.374627,-88.35735
456,1982-10-05,Brownsville,TX,25.928274,-97.51618
457,1983-03-01,Vidor,TX,30.142953,-94.00797
458,1982-11-02,Aransas Pass,TX,27.915764,-97.15436
459,1983-11-29,Covington,GA,33.581406,-83.851
460,1983-11-29,Pana,IL,39.3928,-89.08194
461,1982-08-17,Eagle Pass,TX,28.716242,-100.48058
462,1982-10-05,Alvin,TX,29.41148,-95.24475
463,1982-08-31,Beeville,TX,28.426202,-97.74806
464,1982-10-05,Corpus Christi,TX,27.846568,-97.59435
465,1982-11-16,Floresville,TX,29.150937,-98.17929
466,1982-11-16,Bolivar,TN,35.25543,-88.98751
467,1982-11-16,Denton,TX,33.198442,-97.06078
468,1982-11-16,Texarkana,AR,33.428618,-93.99236
469,1982-11-02,Lake Charles,LA,30.129908,-93.19632
470,1982-10-05,Corpus Christi,TX,27.752356,-97.43465
471,1982-10-05,Lancaster,TX,32.590063,-96.75892
472,1986-04-29,Broken Arrow,OK,36.045907,-95.80694
473,1983-04-05,Giddings,TX,30.182175,-96.93171
474,1982-11-02,Edna,TX,28.966755,-96.65939
475,1982-11-30,Round Rock,TX,30.514401,-97.65549
476,1983-07-01,Gatesville,TX,31.43211,-97.72602
477,1982-11-16,Soddy Daisy,TN,35.269694,-85.16227
478,1984-03-06,Pearsall,TX,28.888468,-99.09005
479,1982-09-21,Altus,OK,34.638773,-99.31787
480,1982-11-30,Pittsfield,IL,39.606349,-90.78642
481,1982-11-02,Mattoon,IL,39.474889,-88.37421
482,1984-07-17,West Columbia,TX,29.152396,-95.66319
483,1982-10-05,Prattville,AL,32.459435,-86.42746
484,1983-02-01,Lawrence,KS,38.932303,-95.22513
485,1983-08-02,Donaldsonville,LA,30.103905,-91.00104
486,1983-10-04,Bonner Springs,KS,39.065703,-94.90453
487,1983-03-01,Clinton,IL,40.145501,-88.96776
488,1982-11-16,Quincy,FL,30.573563,-84.6147
489,1983-08-02,Hammond,LA,30.517866,-90.47254
490,1983-03-29,Corpus Christi,TX,27.633433,-97.26792
491,1983-03-01,Paducah,KY,37.066543,-88.65687
492,1983-10-18,Vincennes,IN,38.668827,-87.50791
493,1983-04-05,Paris,KY,38.212471,-84.23646
494,1982-10-05,Newnan,GA,33.400875,-84.71206
495,1983-08-02,Columbus,MS,33.492107,-88.43746
497,1983-03-01,Shelbyville,KY,38.211511,-85.21658
498,1983-08-02,Jena,LA,31.654792,-92.12872
499,1983-07-01,Enid,OK,36.402666,-97.92836
500,1984-08-02,El Paso,TX,31.901737,-106.41827
501,1985-05-14,Laurel,MS,31.701492,-89.1393
502,1983-07-01,Galliano,LA,29.435146,-90.30479
503,1983-08-02,Columbus,TX,29.712052,-96.56134
504,1983-08-02,Galveston,TX,29.279937,-94.82683
505,1983-11-01,Deridder,LA,30.835881,-93.27071
506,1983-04-05,Flora,IL,38.667752,-88.48855
507,1983-08-02,Lawrenceburg,KY,38.012479,-84.94075
508,1983-04-05,Kerrville,TX,30.042529,-99.15152
510,1983-08-16,Gainesville,GA,34.274355,-83.87003
