storenum,opendate,city,state,lat,lon
2172,1994-06-29,Cincinnati,OH,39.288558,-84.47383
2174,1994-08-31,Westfield,MA,42.133642,-72.75029
2175,1994-10-26,Reeds Spring,MO,36.693007,-93.37153
2176,1995-10-17,Jupiter,FL,26.928035,-80.11803
2177,1995-11-01,San Diego,CA,32.803799,-117.13595
2178,1994-10-26,Calais,ME,45.166045,-67.24243
2180,1999-01-27,Danvers,MA,42.569756,-70.94322
2183,1994-10-18,Oxford,ME,44.114612,-70.50506
2184,1995-01-31,Seekonk,MA,41.84345,-71.32343
2185,1995-01-31,Selinsgrove,PA,40.812047,-76.86138
2187,1994-10-26,Wenatchee,WA,47.425497,-120.32881
2189,1995-12-30,Reno,NV,39.499862,-119.77497
2190,1997-07-16,Woodland,CA,38.681254,-121.74189
2191,1994-07-26,Bryan,OH,41.471569,-84.55459
2192,1994-03-30,Houghton,MI,47.11929,-88.57259
2193,2002-08-14,Steubenville,OH,40.371185,-80.63426
2194,1995-11-01,Alexandria,VA,38.757924,-77.15284
2195,1995-10-17,Howell,NJ,40.146597,-74.20815
2196,1995-12-30,Port Angeles,WA,48.097144,-123.40628
2197,1994-09-27,Warren,OH,41.252748,-80.80773
2198,1995-01-03,Minneapolis,MN,44.837964,-93.27657
2199,1996-10-01,Saint Clairsville,OH,40.086725,-80.90826
2200,1994-10-26,Groton,CT,41.345331,-72.04524
2201,1994-04-26,El Paso,TX,31.782408,-106.36353
2202,1994-10-26,Windham,ME,43.810673,-70.41697
2204,1994-10-26,Forest Park,IL,41.871331,-87.81235
2205,1994-10-26,York,PA,39.962821,-76.76764
2206,1995-11-01,Laguna Niguel,CA,33.531938,-117.7025
2207,1995-05-02,Midvale,UT,40.614997,-111.88704
2208,1994-10-26,Sayre,PA,41.983801,-76.52578
2209,1994-08-31,Zanesville,OH,39.949377,-82.00492
2210,1994-08-31,Buffalo,NY,43.023347,-78.79494
2211,1997-01-29,Youngstown,OH,41.016159,-80.61549
2213,1995-01-31,Saint Louis,MO,38.524066,-90.2895
2214,1995-10-11,Columbia,SC,34.037557,-80.96024
2215,1994-07-26,Darien,IL,41.745623,-87.98108
2218,1995-05-02,Foothill Ranch,CA,33.685479,-117.6669
2221,1995-03-15,Springfield,MO,37.161299,-93.2519
2222,1995-12-30,Tewksbury,MA,42.601684,-71.22071
2223,1994-09-27,Westminster,CO,39.866785,-105.04143
2224,1997-01-29,Williston,VT,44.44524,-73.09917
2225,1994-10-18,Woonsocket,RI,42.001731,-71.50722
2227,1995-01-03,Abington,MA,42.119534,-70.94787
2228,1995-05-02,Pittsfield,MA,42.45384,-73.254
2230,1995-09-19,State College,PA,40.792011,-77.84993
2231,1996-04-24,Moline,IL,41.490333,-90.50006
2232,1997-08-13,Branford,CT,41.277763,-72.80542
2233,1995-09-19,Frederick,MD,39.363415,-77.37849
2234,1995-01-25,Rome,NY,43.217069,-75.45531
2236,1996-06-26,Harleysville,PA,40.270424,-75.38569
2237,1995-03-15,Lehigh Acres,FL,26.60599,-81.70296
2238,1994-08-31,Muskegon,MI,43.198048,-86.22774
2239,1995-01-31,San Antonio,TX,29.412338,-98.70484
2241,1994-09-27,Sunnyside,WA,46.342102,-119.99
2242,1995-01-31,Anaheim,CA,33.844814,-117.95381
2243,1994-10-26,Redmond,OR,44.272796,-121.19173
2244,1995-05-31,Huntington,WV,38.410745,-82.36995
2245,1995-01-31,Oceanside,CA,33.240926,-117.29851
2246,1995-01-31,Bedford,NH,42.942551,-71.51993
2247,1995-11-01,Cary,NC,35.755651,-78.77508
2248,1995-03-22,Catonsville,MD,39.278056,-76.74002
2249,1995-05-31,Chehalis,WA,46.630721,-123.01599
2250,1995-01-03,Cincinnati,OH,39.180893,-84.41881
2251,1995-12-30,Hacienda Heights,CA,34.000578,-117.96943
2252,1995-11-01,Easton,PA,40.681531,-75.26722
2253,1996-05-29,El Cajon,CA,32.8201,-116.91234
2254,1995-12-30,Hammonton,NJ,39.625291,-74.77705
2255,1995-03-15,Hazleton,PA,40.958434,-75.98519
2256,1995-05-31,Henderson,NC,36.340681,-78.39425
2257,1995-01-31,Houston,TX,29.878345,-95.53337
2258,1995-12-30,Alexandria,VA,38.757214,-77.08666
2259,1995-06-28,Kalispell,MT,48.201414,-114.32202
2261,1997-06-18,North Kingstown,RI,41.589701,-71.454
2262,1995-08-16,Oneonta,NY,42.469761,-75.05192
2263,1995-08-22,Pottstown,PA,40.253496,-75.63481
2264,1997-01-29,Schenectady,NY,42.769009,-73.93619
2265,1995-01-03,Simpsonville,SC,34.762693,-82.24512
2266,1995-08-22,Strongsville,OH,41.312752,-81.83197
2267,1995-09-19,West Boylston,MA,42.359842,-71.787
2269,1995-01-03,Yakima,WA,46.616199,-120.46481
2270,1998-07-15,Durango,CO,37.222311,-107.653131
2271,1995-01-03,Shawano,WI,44.779241,-88.60636
2272,1995-08-22,Cambridge,MD,38.545285,-76.09118
2273,1995-07-25,Burton,MI,43.020176,-83.60433
2274,1995-08-22,Forest Lake,MN,45.272117,-92.9911
2275,1995-01-03,Oxford,OH,39.498751,-84.7407
2276,1995-01-03,La Porte,IN,41.605749,-86.71983
2277,1995-11-01,Clovis,CA,36.813456,-119.70826
2278,1995-03-21,Erie,PA,42.074056,-80.06927
2279,1995-03-21,Glen Burnie,MD,39.162225,-76.59444
2280,1995-11-01,Mountain View,CA,37.380207,-122.08787
2281,1995-01-31,West Mifflin,PA,40.366177,-79.89418
2282,1997-07-16,East Windsor,CT,41.908464,-72.60547
2283,1995-07-25,Coventry,RI,41.69105,-71.57462
2284,1997-09-10,Naugatuck,CT,41.493763,-73.05173
2285,1999-10-13,Herkimer,NY,43.038149,-74.9846
2286,1995-08-22,Centereach,NY,40.868946,-73.08009
2287,1995-12-28,New Castle,PA,40.992023,-80.32747
2288,1995-12-30,Pomona,CA,34.045584,-117.75305
2289,1995-09-19,Bennington,VT,42.882231,-73.17873
2290,2002-06-19,Owings Mills,MD,39.419105,-76.78388
2291,1995-11-21,Chula Vista,CA,32.638654,-117.06686
2292,1997-10-29,Covina,CA,34.097708,-117.90698
2293,1995-12-30,Golden,CO,39.735745,-105.19337
2295,1997-01-29,Richmond,VA,37.606778,-77.44775
2297,1996-10-29,Stevenson Ranch,CA,34.384663,-118.58704
2299,1997-07-16,Cromwell,CT,41.612046,-72.66998
2300,1996-10-29,Pittsburgh,PA,40.44952,-80.179475
2306,1995-05-31,Northport,AL,33.227736,-87.58819
2307,1995-06-28,South Jordan,UT,40.561598,-111.96088
2309,1995-05-31,West Chester,OH,39.343757,-84.40249
2310,1995-08-22,Knoxville,TN,36.029987,-83.80705
2311,1995-07-25,Huntington,IN,40.872261,-85.49061
2312,1996-01-24,Roanoke,VA,37.305769,-79.92767
2313,1995-07-25,Streetsboro,OH,41.249405,-81.34404
2315,1995-05-31,Dallas,OR,44.920815,-123.33432
2316,1995-12-30,North Olmsted,OH,41.415097,-81.91436
2317,1996-07-23,Bremerton,WA,47.629717,-122.63493
2318,1995-06-21,Indiana,PA,40.626307,-79.16146
2319,1999-01-27,Oak Harbor,WA,48.303774,-122.65093
2320,1996-05-29,Cottage Grove,OR,43.77182,-123.05667
2322,1995-07-25,Cordova,TN,35.157681,-89.78249
2323,2000-03-15,Stow,OH,41.174256,-81.43744
2325,1996-02-20,Port Orchard,WA,47.53587,-122.59905
2326,1995-11-01,Hornell,NY,42.331062,-77.65536
2329,1995-10-17,Orange,MA,42.599614,-72.29263
2330,1997-01-29,Rochester,NH,43.304163,-70.99816
2331,1996-06-26,Waterford,CT,41.347948,-72.14762
2333,1996-08-28,Apple Valley,CA,34.538622,-117.17729
2334,1996-09-25,Lancaster,PA,40.032664,-76.27575
2335,1997-01-29,Madison,WI,43.099861,-89.31786
2336,1996-05-29,Plymouth,MA,41.894676,-70.61999
2337,1996-07-17,Rocky Mount,VA,36.980013,-79.88027
2338,1997-01-29,Traverse City,MI,44.74136,-85.67316
2339,1996-04-24,West Lafayette,IN,40.461012,-86.93664
2340,1999-07-21,Ephrata,PA,40.174994,-76.17619
2341,1998-01-26,Quincy,MA,42.250739,-70.99593
2348,1995-05-02,Charleston,SC,32.73727,-79.95409
2350,1995-07-25,Wauseon,OH,41.5615,-84.15574
2352,1995-12-30,Cambridge,MN,45.566735,-93.24381
2354,1996-05-29,Auburn Hills,MI,42.661129,-83.24571
2355,1996-01-03,Clarence,NY,42.981558,-78.61484
2357,1996-08-28,Germantown,MD,39.191769,-77.24329
2358,1995-12-30,Alpena,MI,45.08583,-83.46411
2359,1995-11-01,Ashtabula,OH,41.871212,-80.79178
2360,1995-11-01,Atlanta,GA,33.942751,-84.31769
2361,1996-10-29,Canton,OH,40.888408,-81.41066
2362,1999-01-27,Cleveland,OH,41.499202,-81.55434
2365,2000-01-26,Mount Pocono,PA,41.118465,-75.35501
2366,1996-05-29,North Attleboro,MA,41.975495,-71.33086
2367,1997-08-13,Pine City,MN,45.824236,-92.95813
2368,1997-01-29,East Stroudsburg,PA,41.052199,-75.15936
2369,1995-07-25,Tilton,NH,43.446729,-71.5785
2370,1996-05-29,Troy,NY,42.731628,-73.66465
2371,1996-01-23,Wallingford,CT,41.457711,-72.81704
2373,1996-06-26,Warwick,RI,41.74805,-71.40982
2385,1995-11-01,Auburn,WA,47.303722,-122.26608
2386,1995-10-17,Ware,MA,42.270611,-72.26067
2387,1995-11-01,Brandon,FL,27.911201,-82.2948
2388,1995-11-01,Portland,IN,40.419489,-84.96936
2398,2001-01-24,Portsmouth,NH,43.070188,-70.776840000000007
2399,2001-03-14,Manchester,NH,42.967684,-71.44828
2400,1996-02-20,Chillicothe,OH,39.33046,-82.97228
2401,1996-01-02,Duarte,CA,34.137707,-117.96569
2402,1995-11-01,Elko,NV,40.883028,-115.75016
2403,1995-09-19,Puyallup,WA,47.140045,-122.26012
2404,1995-12-30,San Antonio,TX,29.528515,-98.49219
2405,1995-11-01,Hamburg,NY,42.734051,-78.8413
2412,1997-05-21,Ellicott City,MD,39.254356,-76.8006
2417,1997-01-29,Petoskey,MI,45.360111,-84.93774
2418,2003-01-22,Placerville,CA,38.724682,-120.79533
2419,2001-10-24,Rehoboth Beach,DE,38.711512,-75.09677
2420,1996-10-23,Belle Vernon,PA,40.140248,-79.84251
2421,1995-07-25,Saint Croix Falls,WI,45.469339,-92.62088
2422,2000-01-26,Saint Helens,OR,45.862489,-122.84824
2424,1998-08-19,Ticonderoga,NY,43.858226,-73.45414
2426,1995-11-01,Columbus,OH,39.954363,-83.123
2427,1995-11-01,Dallas,TX,32.912225,-96.73688
2428,1995-11-01,Newton,KS,38.051679,-97.323
2429,1995-11-01,Springfield,OH,39.941827,-83.83702
2434,1995-12-28,Iron Mountain,MI,45.87178,-87.99717
2435,1999-05-19,Dundalk,MD,39.263162,-76.5082
2436,1996-02-20,Sykesville,MD,39.39667,-76.965
2437,1999-09-15,Warrenton,VA,38.707135,-77.8145
2438,1995-12-28,Stafford,VA,38.460395,-77.43266
2440,1996-03-27,Sylva,NC,35.37273,-83.20772
2441,1995-12-28,Hamilton,OH,39.409188,-84.60321
2444,1996-07-17,Oneida,NY,43.079635,-75.64678
2445,1996-05-29,Hatfield,PA,40.278294,-75.29479
2446,1998-08-19,Quakertown,PA,40.445203,-75.34838
2447,1997-01-29,Cincinnati,OH,39.112169,-84.60849
2450,1996-08-28,Bellingham,WA,48.759079,-122.43597
2452,2001-03-14,Milwaukee,WI,43.072062,-87.9103
2453,1996-06-26,Fallon,NV,39.461072,-118.69306
2455,1996-04-02,Great Falls,MT,47.514307,-111.34499
2457,2001-04-18,Rancho Cordova,CA,38.605355,-121.28247
2458,1997-01-29,Salinas,CA,36.754058,-121.66472
2459,1997-04-23,Sarasota,FL,27.285142,-82.47363
2460,1997-01-29,Seaford,DE,38.643248,-75.61102
2469,1996-04-02,Longview,WA,46.156082,-122.98043
2471,1996-04-24,Dublin,OH,40.089811,-83.13983
2472,1997-08-13,Winston Salem,NC,36.066545,-80.30733
2474,1996-07-17,Keyser,WV,39.434856,-78.95987
2475,1996-08-28,Conyers,GA,33.633685,-83.98382
2476,2001-01-24,College Place,WA,46.044936,-118.38466
2477,1996-10-29,Roseburg,OR,43.227287,-123.35138
2479,2000-03-15,San Diego,CA,32.7603,-117.07031
2480,1998-06-17,Honesdale,PA,41.60032,-75.25102
2481,1997-09-10,Coal Township,PA,40.791328,-76.56393
2482,1996-10-29,Mesa,AZ,33.432177,-111.84701
2484,1997-08-13,Clewiston,FL,26.714088,-80.9973
2485,1996-07-23,Ponderay,ID,48.30476,-116.53305
2490,1996-08-28,Shawnee Mission,KS,39.030172,-94.63097
2491,1996-08-28,Danville,IL,40.175463,-87.6124
2492,1996-10-29,Pendleton,OR,45.665146,-118.789
2493,1996-10-29,Grand Rapids,MI,42.927801,-85.54582
2494,1998-06-17,Oceanside,CA,33.202463,-117.36077
2495,1998-05-20,Westminster,CA,33.751418,-117.99392
2496,1997-01-29,Boone,NC,36.21277,-81.66255
2497,1997-10-29,Phillipsburg,NJ,40.689123,-75.17243
2502,2004-01-21,Latrobe,PA,40.299646,-79.38845
2503,2000-01-26,Hackettstown,NJ,40.861748,-74.83054
2504,1999-01-27,Kingston,NY,41.932315,-74.02259
2505,1996-08-28,Missouri City,TX,29.564347,-95.54762
2506,1997-01-29,Ravenna,OH,41.159224,-81.23143
2507,1999-03-31,Santa Maria,CA,34.87455,-120.42806
2508,1997-01-29,Boise,ID,43.572671,-116.29527
2509,1996-10-29,Chilton,WI,44.033215,-88.17626
2510,1996-10-29,Minocqua,WI,45.869921,-89.79346
2511,1997-01-29,American Fork,UT,40.394235,-111.79449
2512,1997-01-28,Phoenix,AZ,33.638271,-112.09341
2513,1997-01-29,Dahlonega,GA,34.542098,-83.99718
2514,1997-04-23,Pocomoke City,MD,38.069322,-75.54811
2515,2000-06-14,Phoenix,AZ,33.498076,-111.98603
2516,1996-10-29,Renton,WA,47.467422,-122.21005
2517,1998-01-26,Santa Ana,CA,33.724167,-117.90623
2518,2003-03-19,Trenton,NJ,40.17296,-74.66915
2519,1997-09-10,Shrewsbury,PA,39.765405,-76.67748
2520,1998-01-26,Fredericksburg,VA,38.317636,-77.43297
2522,1996-10-01,Escanaba,MI,45.751671,-87.08951
2523,1998-01-26,Brea,CA,33.923463,-117.89559
2524,1997-01-29,San Jose,CA,37.255915,-121.77536
2526,2000-01-26,Northridge,CA,34.276154,-118.54581
2527,1999-09-15,San Clemente,CA,33.462927,-117.62414
2528,1998-10-14,Mill Hall,PA,41.108454,-77.49516
2529,1997-07-16,Virginia Beach,VA,36.762459,-76.06139
2530,1997-01-29,Rutland,VT,43.617302,-72.96325
2531,1998-07-15,Mohegan Lake,NY,41.314676,-73.85118
2532,1997-07-16,Beloit,WI,42.526464,-89.04291
2533,1998-01-26,Harold,FL,30.659159,-87.04972
2534,1997-05-21,Dothan,AL,31.180076,-85.4045
2535,2001-04-18,Saint Clair,PA,40.718586,-76.19111
2536,1997-01-29,Tulare,CA,36.201451,-119.34994
2537,1997-01-29,Redding,CA,40.641389,-122.34206
2538,1997-06-18,Eugene,OR,44.122004,-123.06447
2539,1997-06-18,Veradale,WA,47.643346,-117.19993
2540,1997-10-15,Clarion,PA,41.199396,-79.37196
2541,1997-10-29,Alliance,OH,40.917908,-81.11641
2542,1997-05-21,Ottawa,OH,41.020852,-84.04649
2543,1998-08-19,Pittston,PA,41.317242,-75.77942
2544,1997-10-29,Portage,IN,41.58327,-87.18154
2545,1998-01-26,Marinette,WI,45.092448,-87.64929
2546,1998-01-26,Orange,CA,33.8318,-117.84739
2547,1999-04-21,Monticello,NY,41.653071,-74.69748
2548,2000-07-19,South Williamson,KY,37.67059,-82.28465
2549,2002-03-20,Spokane,WA,47.751674,-117.4124
2550,1998-10-14,Vancouver,WA,45.62104,-122.57947
2551,2001-05-16,Mount Airy,MD,39.381295,-77.15867
2552,1997-10-29,Portland,OR,45.478641,-122.56233
2553,1999-03-20,Windsor,CA,38.54486,-122.80785
2554,1998-01-26,Avondale,AZ,33.454441,-112.32401
2555,1999-04-21,New Castle,DE,39.669219,-75.59003
2556,1999-01-27,Arroyo Grande,CA,35.119678,-120.55116
2557,1998-10-14,Bakersfield,CA,35.39068,-119.18583
2558,1999-01-27,Sterling Heights,MI,42.609789,-83.04844
2559,1998-10-14,Warren,MI,42.514885,-82.99768
2560,1999-05-19,Berlin,MD,38.343166,-75.19082
2561,1999-01-27,Erie,PA,42.072606,-80.14541
2562,1997-08-13,Goodland,KS,39.332837,-101.75422
2563,1997-08-13,Paoli,IN,38.533167,-86.48362
2564,2000-01-26,Luray,VA,38.665615,-78.45621
2565,1997-08-13,Madison Heights,VA,37.461272,-79.09364
2566,1997-10-29,Charles Town,WV,39.279965,-77.86203
2567,1998-01-26,Grandville,MI,42.891709,-85.76466
2568,1998-05-20,Panorama City,CA,34.223753,-118.44322
2569,1999-03-17,Ledgewood,NJ,40.876349,-74.65769
2570,1997-09-10,New Britain,CT,41.686949,-72.7908
2571,1999-03-24,Federal Way,WA,47.311072,-122.31188
2572,1998-01-26,Waverly,OH,39.123071,-83.0009
2574,2002-08-14,Carlisle,PA,40.203458,-77.19987
2575,2000-01-26,Conway,AR,35.074617,-92.444426000000007
2576,1998-08-19,Nitro,WV,38.417852,-81.8321
2577,1999-01-27,Cockeysville,MD,39.477506,-76.64114
2579,1998-01-26,Chadron,NE,42.808213,-103.00219
2580,1999-01-27,Clinton,NC,35.000056,-78.33424
2581,1997-07-16,Syracuse,NY,43.041566,-76.22072
2582,1997-03-26,Clinton,NJ,40.639546,-74.91292
2583,1997-10-29,Uniondale,NY,40.703502,-73.59306
2584,1998-10-28,Tucker,GA,33.853853,-84.22036
2585,2002-04-17,Stratford,CT,41.219246,-73.13221
2586,1998-01-26,Buffalo,NY,42.929891,-78.75813
2587,1997-10-29,Cabot,AR,34.967043,-92.03537
2588,1999-01-27,North Versailles,PA,40.380219,-79.81017
2591,1998-08-19,Hollywood,FL,26.006373,-80.40212
2592,1998-01-26,North Las Vegas,NV,36.224218,-115.1763
2593,1998-01-26,Las Vegas,NV,36.026532,-115.14848
2594,1999-10-27,Lynnwood,WA,47.848237,-122.28348
2595,2001-04-18,Marysville,WA,48.093129,-122.21614
2596,1998-01-26,Mount Vernon,WA,48.414576,-122.35196
2597,1999-07-21,Cranberry,PA,41.321298,-79.6478
2598,1998-08-19,Sacramento,CA,38.616891,-121.49623
2599,1998-03-18,San Antonio,TX,29.569934,-98.61282
2600,1999-10-27,Chesterfield,MO,38.646981,-90.63155
2603,2000-01-26,Gibsonia,PA,40.631011,-79.95766
2604,2000-01-26,Newton,NJ,41.0714,-74.80199
2605,1998-05-20,Gallipolis,OH,38.825478,-82.22755
2606,1998-01-26,Winnsboro,SC,34.369441,-81.08218
2607,1998-01-26,Polson,MT,47.696131,-114.16094
2608,1998-01-26,Miles City,MT,46.343483,-105.81164
2609,2000-03-15,Lakewood,CA,33.851965,-118.1468
2610,1997-10-29,Logan,WV,37.833826,-82.00011
2611,1999-10-27,Mount Pleasant,PA,40.150143,-79.52492
2612,1998-05-20,El Paso,TX,31.766355,-106.29828
2613,1998-01-26,Bucyrus,OH,40.815179,-82.97091
2614,1999-10-13,Temple,PA,40.407243,-75.91163
2615,1998-09-16,Valdosta,GA,30.866613,-83.30078
2616,1998-01-26,O Fallon,MO,38.786335,-90.72121
2617,1998-01-26,Winnemucca,NV,41.02951,-117.94402
2618,1999-01-27,Commerce Township,MI,42.593035,-83.48997
2619,1999-01-27,Midland,MI,43.652404,-84.21671
2620,1999-01-27,Hastings,MI,42.64275,-85.29296
2621,1999-04-21,Simi Valley,CA,34.265003,-118.77177
2626,1998-08-19,Live Oak,FL,30.285127,-83.04106
2627,2000-01-26,Tampa,FL,28.048595,-82.45171
2628,1999-01-27,Lexington,KY,38.007898,-84.53452
2629,1997-10-29,Whitinsville,MA,42.114195,-71.67225
2630,1998-09-16,Jesup,GA,31.636895,-81.90843
2631,1999-01-27,Livonia,MI,42.365936,-83.36513
2633,1998-10-28,Piscataway,NJ,40.555355,-74.46094
2634,1998-04-15,Gorham,NH,44.386557,-71.16273
2636,2002-01-30,Huntington Beach,CA,33.666269,-117.9693
2637,2000-10-11,Monroe,NY,41.323547,-74.19531
2638,1998-10-14,Ashland,KY,38.439526,-82.6932
2639,1998-01-26,Laconia,NH,43.555878,-71.398521
2640,1998-03-18,Salem,MA,42.516845000000004,-70.8985
2641,2001-07-18,Allentown,PA,40.569288,-75.58893
2642,1999-01-27,Saint Paul,MN,44.743963,-93.20624
2643,2005-09-14,Saint Paul,MN,44.896938,-92.90241
2644,1999-01-27,Saginaw,MI,43.441975,-84.01177
2645,1998-07-15,Blackstone,VA,37.070975,-77.98876
2646,1998-09-16,Pearisburg,VA,37.291252,-80.73601
2647,1999-01-27,Woodstock,VA,38.881558,-78.51586
2648,1999-03-17,San Leandro,CA,37.722279,-122.15702
2649,2000-01-26,Irving,TX,32.916865,-96.97349
2650,1998-03-18,Philadelphia,PA,40.09146,-74.97719
2651,1998-10-28,Manville,NJ,40.538903,-74.59222
2652,1999-03-17,Grants,NM,35.122129,-107.90777
2653,1998-07-15,Portales,NM,34.166231,-103.34255
2654,1999-01-27,Tompkinsville,KY,36.712179,-85.67567
2656,1999-01-27,Espanola,NM,35.990548,-106.08036
2658,1998-10-14,West Bend,WI,43.40328,-88.18026
2659,1998-08-19,Falmouth,ME,43.736732,-70.26027
2660,1998-09-23,North Reading,MA,42.583436,-71.0982
2662,1998-09-16,Covington,VA,37.772399,-80.02705
2663,1999-01-27,Ebensburg,PA,40.498793,-78.74591
2664,2002-06-19,Punxsutawney,PA,40.954059,-78.97017
2665,1999-08-18,Slidell,LA,30.298048,-89.81176
2666,1999-03-17,Columbus,OH,39.897695,-82.96969
2667,1998-10-28,Dallas,TX,32.825227,-96.67955
2668,1998-10-28,Sturtevant,WI,42.699169,-87.91692
2671,2005-08-24,Chandler,AZ,33.239097,-111.86355
2672,1998-10-14,Lamar,CO,38.08759,-102.61855
2674,1999-10-13,Greenville,PA,41.403462,-80.37424
2678,1999-03-17,Mishawaka,IN,41.681487,-86.16811
2679,1999-03-17,Elkhart,IN,41.707616,-85.97605
2680,1999-03-17,South Bend,IN,41.700776,-86.30357
2681,1998-10-14,Littleton,NH,44.313606,-71.79751
2682,1999-01-27,Montpelier,VT,44.265633,-72.59686
2683,2000-01-26,Hadley,MA,42.35549,-72.5733
2684,1999-01-27,New Martinsville,WV,39.646099,-80.83465
2687,1998-09-16,Greer,SC,34.911469,-82.25178
2688,1998-10-28,Tyler,TX,32.264365,-95.31347
2690,1998-10-28,Madison,AL,34.715065,-86.73964
2691,2002-06-19,New Albany,IN,38.30382,-85.82522
2692,2002-03-20,New Baltimore,MI,42.682081,-82.83068
2693,2002-01-23,Fenton,MI,42.78459,-83.74074
2694,2000-05-17,Saint Louis,MO,38.582702,-90.40966
2695,2006-01-27,Clermont,FL,28.545742,-81.74805
2696,1999-01-27,Moorefield,WV,39.038183,-78.97189
2697,2000-01-26,Antioch,CA,37.991571,-121.80207
2700,1999-08-18,White Lake,MI,42.642431,-83.47193
2702,1999-01-27,Nixa,MO,37.045593,-93.30563
2703,1999-01-27,Florence,SC,34.142119,-79.74311
2704,1999-03-17,Randleman,NC,35.817411,-79.80389
2705,1999-01-27,Franklin,VA,36.668255,-76.93945
2706,2000-01-26,Harvey,LA,29.878578,-90.06903
2708,2003-10-28,Temecula,CA,33.479467,-117.20933
2712,2000-01-26,Myrtle Beach,SC,33.698101,-78.89604
2713,2000-05-17,Birmingham,AL,33.609779,-86.65507
2714,1999-08-18,Spencer,IA,43.150381,-95.14466
2715,1999-05-19,D'Iberville,MS,30.444267,-88.899207
2716,1999-06-16,Cedar Rapids,IA,41.947335,-91.68819
2717,1999-08-18,Hattiesburg,MS,31.325437,-89.37926
2718,1999-10-27,Houston,TX,29.674336,-95.48123
2719,2001-01-24,Bristol,CT,41.682249,-72.93365
2720,2003-07-16,Madison,MS,32.484979,-90.11552
2723,1999-09-15,Sumiton,AL,33.753474,-87.04756
2724,1999-09-15,Pasadena,TX,29.705678,-95.20216
2725,2000-01-26,Lewis Center,OH,40.173636,-82.99675
2726,2000-01-26,Reynoldsburg,OH,39.956384,-82.7961
2727,1999-10-27,Homestead,FL,25.431506,-80.51382
2728,1999-08-18,Decatur,IL,39.828586,-88.92907
2729,2001-10-24,Fort Collins,CO,40.606962,-105.05106
2730,2000-01-26,Tarboro,NC,35.905299,-77.54056
2732,2000-01-26,Villa Rica,GA,33.718079,-84.92356
2733,1999-07-21,Perry,GA,32.460791,-83.73541
2734,1999-06-16,Norman,OK,35.225702,-97.42394
2735,2001-10-24,Sacramento,CA,38.477508,-121.44561
2739,1999-08-18,Bay Minette,AL,30.875697,-87.76592
2740,2000-10-11,Tampa,FL,28.127973,-82.36123
2747,2002-01-23,Warwick,RI,41.705478,-71.45119
2748,2004-07-21,Gulf Shores,AL,30.262276,-87.72784
2749,2000-01-26,Spruce Pine,NC,35.910932,-82.07366
2751,2000-09-20,Englewood,CO,39.646847,-104.99076
2752,1999-10-27,Commerce City,CO,39.836586,-104.9039
2753,2000-05-17,Clayton,GA,34.882362,-83.4156
2754,1999-10-27,Waynesboro,GA,33.080965,-81.9944
2755,1999-09-15,Brandon,MS,32.39705,-89.98466
2756,2002-03-20,Frederick,MD,39.423344,-77.38902
2758,2002-10-30,Plymouth,NH,43.753837,-71.64503
2760,1999-09-15,Jackson,AL,31.508231,-87.88346
2761,2000-06-14,Pounding Mill,VA,37.076801,-81.70519
2762,1999-08-18,Radford,VA,37.11979,-80.57325
2764,2000-03-15,Altoona,IA,41.644716,-93.46641
2766,2000-01-26,Scottsdale,AZ,33.606004,-111.88699
2767,2004-01-21,Mesa,AZ,33.479868,-111.6935
2768,1999-10-27,Mesa,AZ,33.400127,-111.78594
2771,2000-03-15,Monticello,IN,40.777036,-86.75982
2772,2000-01-26,Southport,NC,33.963111,-78.05743
2777,2000-05-17,Surprise,AZ,33.643508,-112.38502
2778,2001-01-24,Coolidge,AZ,32.967829,-111.52617
2780,2000-08-16,Caldwell,ID,43.675651,-116.73825
2781,2000-08-16,Nampa,ID,43.529812,-116.57761
2782,2000-08-16,Mountain Home,ID,43.208029,-115.62345
2783,2000-01-26,Lexington,KY,38.105283,-84.50775
2784,2000-01-26,Beatrice,NE,40.264193,-96.74604
2786,2004-01-21,Avon,IN,39.764436,-86.39699
2787,2000-03-15,Indianapolis,IN,39.902039,-86.12948
2788,2000-01-26,Brownsburg,IN,39.84952,-86.38739
2789,2001-01-24,Boynton Beach,FL,26.530144,-80.10461
2791,2000-08-16,Georgetown,DE,38.676552,-75.39269
2792,1999-09-15,Wayne,WV,38.225065,-82.43909
2793,2000-01-26,Kernersville,NC,36.119887,-80.08726
2794,2000-08-16,Ephraim,UT,39.353561,-111.5783
2795,2003-06-18,Ashland,VA,37.754254,-77.47465
2796,2001-10-24,Oldsmar,FL,28.042799,-82.67737
2797,1999-09-15,Sturbridge,MA,42.104581,-72.08584
2799,2000-10-25,Clinton,MD,38.753264,-76.89913
2803,2000-05-17,Edmond,OK,35.681402,-97.5331
2804,2000-07-19,Oklahoma City,OK,35.515008,-97.53106
2805,2000-01-26,Emporia,VA,36.68627,-77.56121
2806,1999-10-13,Spartanburg,SC,35.033903,-81.97413
2807,2000-01-26,Harrisonburg,VA,38.426786,-78.88153
2808,2000-05-17,Midlothian,VA,37.427988,-77.64868
2809,2000-08-16,Buckhannon,WV,38.997267,-80.20915
2810,2000-01-26,Spencer,WV,38.780168,-81.34244
2811,2000-01-26,Athens,GA,33.925085,-83.34529
2812,2000-03-15,Rochester,MN,43.988708,-92.42937
2813,2000-04-19,Marshfield,WI,44.656686,-90.18152
